hanji,lomaji
你一開喙就愛五萬箍，我提袂出來啦！,"Lí tsi̍t khui-tshuì tō ài gōo-bān khoo, guá the̍h bē tshut--lâi--lah! "
你去共門開開。,Lí khì kā mn̂g khui--khui. 
喙開開,tshuì khui-khui
你是家己開業抑是予人倩？,Lí sī ka-kī khai-gia̍p ia̍h-sī hōo lâng tshiànn? 
我趕路趕甲強欲酥腰去矣。,Guá kuánn-lōo kuánn kah kiōng-beh soo-io--khì--ah. 
這間百貨公司兩點欲開幕。,Tsit king pah-huè kong-si nn̄g tiám beh khui-bōo. 
你這個月的開銷有較濟。,Lí tsit kò gue̍h ê khai-siau ū khah tsē. 
開錢若開水。,Khai-tsînn ná khai tsuí. 
你哪會雄雄想著欲開臊？,Lí ná ē hiông-hiông siūnn-tio̍h beh khui-tsho? 
嬰仔四月日開臊。,Enn-á sì gue̍h-ji̍t khui-tsho. 
閒閒咧開講,îng-îng teh khai-káng
各位同學，這馬校長欲來佮咱開講矣。,"Kok-uī tông-ha̍k, tsit-má hāu-tiúnn beh lâi kah lán khai-káng--ah. "
這个所在誠開闊。,Tsit ê sóo-tsāi tsiânn khui-khuah. 
心肝開闊,sim-kuann khui-khuah
雙雁影,siang gān iánn
鴨雄,ah-hîng
牛雄,gû-hîng
遮个雞卵敢有雄？,Tsia-ê ke-nn̄g kám ū-hîng? 
雄性,hiông-sìng
你的心肝哪會遮雄？,Lí ê sim-kuann ná ē tsiah hiông? 
莫食遐雄，對胃無好。,"Mài tsia̍h hiah hiông, tuì uī bô hó. "
欲開始表演矣，逐家攏集倚過來。,"Beh khai-sí piáu-ián--ah, ta̍k-ke lóng tsi̍p-uá--kuè-lâi. "
第五集,tē-gōo tsi̍p
烏雲,oo-hûn
這塊肉真韌。,Tsit tè bah tsin jūn. 
一項代誌,tsi̍t hāng tāi-tsì
順人的意,sūn lâng ê ì
你順這條路直直去，就會看著車站矣。,"Lí sūn tsit tiâu lōo ti̍t-ti̍t khì, tō ē khuànn-tio̍h tshia-tsām--ah. "
伊開車開甲足順的。,I khui-tshia khui kah tsiok sūn--ê. 
順行,sūn-kiânn
食甲會飫,tsia̍h kah ē uì
飫飫,uì-uì
白飯,pe̍h-pn̄g
食飯,tsia̍h-pn̄g
飲料,ím-liāu
飲食,ím-si̍t
這粒檨仔黃矣，會使提來食矣。,"Tsit lia̍p suāinn-á n̂g--ah, ē-sái the̍h lâi tsia̍h--ah. "
集中管理,tsi̍p-tiong kuán-lí
警察佇戲院門口掠著黃牛。,Kíng-tshat tī hì-īnn mn̂g-kháu lia̍h-tio̍h n̂g-gû. 
你明仔載欲紮飯包無？,Lí bîn-á-tsài beh tsah pn̄g-pau--bô? 
咱明仔載六點佇車頭集合。,Lán bîn-á-tsài la̍k tiám tī tshia-thâu tsi̍p-ha̍p. 
黃色電影,n̂g-sik tiān-iánn
代誌辦甲真順利。,Tāi-tsì pān kah tsin sūn-lī. 
代誌做了真順序。,Tāi-tsì tsò liáu tsin sūn-sī. 
飯坩提去洗洗咧。,Pn̄g-khann the̍h khì sé-sé--leh. 
黃昏不殺雞。,Hông-hun put sat ke. 
伊踏著黃金矣。,I ta̍h-tio̍h n̂g-kim--ah. 
代誌已經進行到啥物階段矣？,Tāi-tsì í-king tsìn-hîng kàu siánn-mih kai-tuānn--ah? 
祝你一路順風。,Tsiok lí tsi̍t-lōo sūn-hong. 
人講順風就好駛船。,Lâng kóng sūn-hong tō hó sái-tsûn. 
伊的穿插誠雅氣。,I ê tshīng-tshah tsiânn ngá-khì. 
中產階級,tiong-sán kai-kip
伊順從爸母的意思，出國讀冊。,"I sūn-tsiông pē-bú ê ì-sù, tshut-kok tha̍k-tsheh. "
連遮爾簡單的代誌你都做袂好，真正有夠飯桶。,"Liân tsiah-nī kán-tan ê tāi-tsì lí to tsò bē hó, tsin-tsiànn ū-kàu pn̄g-tháng. "
彼个查某囡仔，我看著誠順眼。,"Hit ê tsa-bóo gín-á, guá khuànn tio̍h tsiânn sūn-gán. "
你若欲去買菜，順紲去共我納電火錢。,"Lí nā beh khì bé tshài, sūn-suà khì kā guá la̍p tiān-hué tsînn. "
你毋通閣提雞卵糕來，我已經飫喙矣。,"Lí m̄-thang koh the̍h ke-nn̄g-ko lâi, guá í-king uì-tshuì--ah. "
我來去攢飯菜。,Guá lâi-khì tshuân pn̄g-tshài. 
你叫做啥物名，我雄雄煞袂記得。,"Lí kiò-tsò siánn-mih miâ, guá hiông-hiông suah bē-kì--tit. "
你若共彼粒球順勢摃出去，伊就會飛真遠。,"Lí nā kā hit lia̍p kiû sūn-sè kòng--tshut-khì, i tō ē pue tsin hn̄g. "
今仔日有人客欲來，你愛準備六塊飯碗才有夠。,"Kin-á-ji̍t ū lâng-kheh beh lâi, lí ài tsún-pī la̍k tè pn̄g-uánn tsiah ū-kàu. "
伊一時無細膩，煞共家己的飯碗挵破去。,"I tsi̍t-sî bô-sè-jī, suah kā ka-kī ê pn̄g-uánn lòng-phuà--khì. "
你順路送伊轉去。,Lí sūn-lōo sàng i tńg--khì. 
彼个囡仔看起來黃酸黃酸，敢若飼袂啥會大漢。,"Hit ê gín-á khuànn--khí-lâi n̂g-sng-n̂g-sng, kánn-ná tshī bē siánn ē tuā-hàn. "
檨仔規欉黃錦錦矣。,Suāinn-á kui tsâng n̂g-gìm-gìm--ah. 
古早人煮飯攏用飯篱撈飯。,Kóo-tsá lâng tsú pn̄g lóng īng pn̄g-lē hôo pn̄g. 
彼个人做代誌真頇顢。,Hit ê lâng tsò tāi-tsì tsin han-bān. 
這馬的社會真亂。,Tsit-má ê siā-huē tsin luān. 
這个囡仔真𠢕亂。,Tsit ê gín-á tsin gâu luān. 
莫共我亂,mài kā guá luān
我共伊催幾若擺，伊就是毋還錢。,"Guá kā i tshui kuí-nā pái, i tō sī m̄ hîng-tsînn. "
催油,tshui-iû
你咧傱啥物？,Lí teh tsông siánn-mih? 
傱來傱去,tsông lâi tsông khì
傱錢,tsông-tsînn
傱便所,tsông piān-sóo
傳種,thn̂g-tsíng
傳後嗣,thn̂g-hiō-sū
傳著𪜶老爸。,Thn̂g-tio̍h in lāu-pē. 
傳香火,thuân hiunn-hué
傳染,thuân-jiám
宣傳,suan-thuân
傳話,thuân-uē
傳命令,thuân bīng-līng
負債,hū-tsè
會做爸囝是相欠債。,Ē tsò pē-kiánn sī sio-khiàm-tsè. 
驗傷,giām-siong
重傷,tāng-siong
食酒傷肝,tsia̍h tsiú siong kuann
你講話傷過份。,Lí kóng-uē siunn kuè-hūn. 
傷鹹,siunn kiâm
剷草,thuánn-tsháu
剺腹肚,le̍h pak-tóo
剺皮,le̍h phuê
柚仔先剺才剝皮。,Iū-á sing le̍h tsiah pak-phuê. 
予刀仔割一剺。,Hōo to-á kuah tsi̍t le̍h. 
剺紙,lì tsuá
剺鰇魚,lì jiû-hî
剾菜瓜,khau tshài-kue
感冒猶未好，毋通出去剾風。,"Kám-mōo iáu-buē hó, m̄-thang tshut-khì khau-hong. "
伊真𠢕共人剾。,I tsin gâu kā lâng khau. 
規庄予人剿了了。,Kui tsng hōo lâng tsâu-liáu-liáu. 
募款,bōo khuán
招募,tsiau-bōo
山勢,suann-sè
局勢,kio̍k-sè
範勢,pān-sè
有錢有勢,ū-tsînn ū-sè
靠勢,khò-sè
共你辦好勢矣。,Kā lí pān hó-sè--ah. 
手勢,tshiú-sè
歹勢,pháinn-sè
角勢,kak-sì
伊真勥，逐家攏真呵咾。,"I tsin khiàng, ta̍k-ke lóng tsin o-ló. "
我下晡會共錢匯入去你的戶頭。,Guá ē-poo ē kā tsînn huē ji̍p-khì lí ê hōo-thâu. 
伊一頓嗄七八碗。,I tsi̍t tǹg sà tshit peh uánn. 
伊的勢力誠大。,I ê sè-li̍k tsiânn tuā. 
人都已經死去矣，你莫閣傷心矣。,"Lâng to í-king sí--khì--ah, lí mài koh siong-sim--ah. "
這款傷天害理的代誌，你曷敢做？,"Tsit khuán siong-thian-hāi-lí ê tāi-tsì, lí a̍h kánn tsò? "
伊欠人誠濟錢，債主攏毋知影排隊排到佗位去矣。,"I khiàm lâng tsiânn tsē tsînn, tsè-tsú lóng m̄ tsai-iánn pâi-tuī pâi kàu tó-uī khì--ah. "
肉粽若包栗子會較傷本。,Bah-tsàng nā pau la̍t-tsí ē khah siong-pún. 
亂使講,luān-sú kóng
亂使食,luān-sú tsia̍h
你袂使烏白亂來！,Lí bē-sái oo-pe̍h luān-lâi! 
伊真𠢕共人剾削。,I tsin gâu kā lâng khau-siah. 
伊誠𠢕共人剾洗。,I tsiânn gâu kā lâng khau-sé. 
伊佇外位讀冊，所費一定較傷重。,"I tī guā-uī tha̍k-tsheh, sóo-huì it-tīng khah siong-tiōng. "
伊破病，病甲真傷重。,"I phuà-pēnn, pēnn kah tsin siong-tiōng. "
你寒著才好爾爾，毋通出去外口剾風。,"Lí kuânn--tio̍h tsiah hó niā-niā, m̄-thang tshut-khì guā-kháu khau-hong. "
看這个勢面，伊欲贏就愛誠拚咧。,"Khuànn tsit ê sè-bīn, i beh iânn tō ài tsiânn piànn--leh. "
彼張紙予我剺破去矣。,Hit tiunn tsuá hōo guá lì-phuà--khì--ah. 
這件代誌有夠傷腦筋的。,Tsit kiānn tāi-tsì ū-kàu siong-náu-kin--ê. 
彼个查某人誠勥跤。,Hit ê tsa-bóo-lâng tsiânn khiàng-kha. 
做生理就愛勤儉才趁有錢。,Tsò-sing-lí tō ài khîn-khiām tsiah thàn ū tsînn. 
食肉食三層，看戲看亂彈。,"Tsia̍h bah tsia̍h sam-tsân, khuànn hì khuànn lān-thân. "
你的房間哪會亂操操？,Lí ê pâng-king ná ē luān-tshau-tshau? 
這馬我心肝亂操操。,Tsit-má guá sim-kuann luān-tshau-tshau. 
伊欠人一筆數，這馬才咧四界傱錢。,"I khiàm lâng tsi̍t pit siàu, tsit-má tsiah teh sì-kè tsông-tsînn. "
無，你這馬是倚靠啥人的勢頭？敢侵門踏戶來亂？,"Bô, lí tsit-má sī uá-khò siánn-lâng ê sè-thâu? Kánn tshim mn̂g ta̍h hōo lâi luān? "
飯會使烏白食，話毋通亂講！,"Pn̄g ē-sái oo-pe̍h tsia̍h, uē m̄-thang luān-kóng! "
莫按呢無代無誌就共人嗙。,Mài án-ne bô-tāi-bô-tsì tō kā lâng phngh. 
蠓仔佇耳空邊嗚嗚叫。,Báng-á tī hīnn-khang-pinn onn-onn-kiò. 
花園,hue-hn̂g
菜園,tshài-hn̂g
田比園較貴。,Tshân pí hn̂g khah kuì. 
畫一个圓箍仔,uē tsi̍t ê înn-khoo-á
我的面較圓。,Guá ê bīn khah înn. 
這領褲幾圓？,Tsit niá khòo kuí înn? 
一塊糖仔,tsi̍t tè thn̂g-á
一塊歌,tsi̍t tè kua
一塊椅仔,tsi̍t tè í-á
目睭塌落,ba̍k-tsiu thap--lo̍h
塌本,thap-pún
相塌,sio-thap
兩頂帽仔塌做伙。,Nn̄g tíng bō-á thap tsò-hué. 
燈塔,ting-thah
尖塔,tsiam thah
塗沙,thôo-sua
塗炭,thôo-thuànn
塗州,thôo-tsiu 
塗空,thôo-khang
這聲真正是塗塗塗。,Tsit-siann tsin-tsiànn sī thôo-thôo-thôo. 
塗去矣,thôo--khì--ah
塚仔埔,thióng-á-poo
荒塚,hong thióng
塞鼻,sat-phīnn
塞死死,sat-sí-sí
填落海,thiām lo̍h hái
汫水塭,tsiánn-tsuí ùn
洘塭,khó ùn
伊是做塗水的。,I sī tsò-thôo-tsuí--ê. 
伊自做生理到今一直咧塌本。,I tsū tsò-sing-lí kàu-tann it-ti̍t teh thap-pún. 
這个生理按呢一直填本，欲哪會用得？,"Tsit ê sing-lí án-ne it-ti̍t thiām-pún, beh ná ē-īng--tit? "
嗚呼哀哉,oo-hoo--ai--tsai
一命嗚呼,tsi̍t miā oo-hoo
彼雙鞋仔已經塌底矣，你閣咧穿？,"Hit siang ê-á í-king lap-té--ah, lí koh teh tshīng? "
伊欲予人調走矣，你拄仔好入來塌空。,"I beh hōo lâng tiàu-tsáu--ah, lí tú-á-hó ji̍p-lâi thap-khang. "
這條路塌空閣真濟位。,Tsit tiâu lōo thap-khang koh tsin tsē uī. 
恁兜這馬敢是閣用塗炭咧煮飯？,Lín tau tsit-má kám sī koh iōng thôo-thuànn teh tsú-pn̄g? 
你是按怎無共桌頂的塗粉拭拭咧？,Lí sī án-tsuánn bô kā toh-tíng ê thôo-hún tshit-tshit--leh? 
伊瘦甲目睭攏塌落矣。,I sán kah ba̍k-tsiu lóng lap--lo̍h--ah. 
奕牌仔欠一个人，緊揣恁阿姨來塌跤。,"Ī pâi-á khiàm tsi̍t ê lâng, kín tshuē lín a-î lâi thap-kha. "
你的物件落佇塗跤矣。,Lí ê mi̍h-kiānn lak tī thôo-kha--ah. 
這改的婚禮辦了真圓滿。,Tsit kái ê hun-lé pān liáu tsin uân-buán. 
畫圓箍仔,uē înn-khoo-á
伊嗤舞嗤呲佇遐咧講人的歹話。,I tshi-bú-tshi̍h-tshū tī hia teh kóng lâng ê pháinn-uē. 
做生理一直塌錢，規氣收收起來。,"Tsò-sing-lí it-ti̍t thap-tsînn, kui-khì siu-siu--khí-lâi. "
阿媽,a-má
內媽,lāi-má
七娘媽,Tshit-niû-má
觀音媽,Kuan-im-má
先生媽,sian-sinn-má
嫁予人做某。,Kè hōo lâng tsò bóo. 
兄嫂,hiann-só
阿嫂,a-só
嫂仔,só--á
伊嫌𪜶翁對伊無好。,I hiâm in ang tuì i bô hó. 
幌頭,hàinn-thâu
幌索仔,hàinn soh-á
幌韆鞦,hàinn-tshian-tshiu
嫁翁是大代誌，你著毋通凊彩。,"Kè-ang sī tuā tāi-tsì, lí tio̍h m̄-thang tshìn-tshái. "
佇代誌猶未查清楚進前，咱逐家攏有嫌疑。,"Tī tāi-tsì iáu-buē tshâ tshing-tshó tsìn-tsîng, lán ta̍k-ke lóng ū hiâm-gî. "
閣來一罐幌頭仔。,Koh lâi tsi̍t kuàn hàinn-thâu-á. 
囡仔人愛幌韆鞦。,Gín-á-lâng ài hàinn-tshian-tshiu. 
主幹,tsú-kàn
總幹事,tsóng-kàn-sū
才幹,tsâi-kàn
空思妄想,khang-su-bōng-sióng
我較想嘛是你。,Guá khah siūnn mā sī lí. 
你想傷濟矣，伊根本無彼个意思。,"Lí siūnn siunn tsē--ah, i kin-pún bô hit ê ì-sù. "
數想,siàu-siūnn
惹代誌,jiá tāi-tsì
你莫惹我受氣。,Lí mài jiá guá siū-khì. 
憂愁,iu-tshiû
伊愈看愈媠。,I jú khuànn jú suí. 
若按呢愈好。,Nā án-ne jú hó. 
入人門，順人意。,"Ji̍p lâng mn̂g, sūn lâng ì. "
伊對你有意。,I tuì lí iú ì. 
佮意,kah-ì
我真愛𨑨迌。,Guá tsin ài tshit-thô. 
我無愛你。,Guá bô ài--lí. 
愛情,ài-tsîng
愛心,ài-sim
我足愛睏的。,Guá tsiok ài-khùn--ê. 
想著就愛笑。,Siūnn tio̍h tō ài tshiò. 
你行路愛小心。,Lí kiânn-lōo ài sió-sim. 
感心,kám-sim
感謝,kám-siā
感著,kám--tio̍h
感染,kám-jiám
藥戥,io̍h-tíng
戥金仔,tíng kim-á
戥藥仔,tíng io̍h-á
揫索仔,tshiû soh-á
挽瓜揫藤,bán kue tshiû tîn
伊佮愛人仔去𨑨迌。,I kah ài-jîn-á khì tshit-thô. 
伊受著老師的感化了後，就變甲誠乖矣。,"I siū-tio̍h lāu-su ê kám-huà liáu-āu, tō piàn kah tsiânn kuai--ah. "
伊講的話予我真感心。,I kóng ê uē hōo guá tsin kám-sim. 
伊又閣惹代誌矣。,I iū-koh jiá-tāi-tsì--ah. 
火車發生意外。,Hué-tshia huat-sing ì-guā. 
里幹事,lí kàn-sū
你按呢四界惹事，實在真可惡。,"Lí án-ne sì-kè jiá-sū, si̍t-tsāi tsin khó-ònn. "
你毋通閣佇遐想東想西，趕緊做工課啦！,"Lí m̄-thang koh tī hia siūnn-tang-siūnn-sai, kuánn-kín tsò khang-khuè--lah! "
伊規工攏咧想空想縫，毋知欲做啥物歹代誌。,"I kui kang lóng teh siūnn-khang-siūnn-phāng, m̄ tsai beh tsò siánn-mih pháinn tāi-tsì. "
你講這款話是啥物意思？,Lí kóng tsit khuán uē sī siánn-mih ì-sù? 
我對伊有意思。,Guá tuì i ū ì-sù. 
伊予人感染著流行感冒。,I hōo lâng kám-jiám-tio̍h liû-hîng kám-mōo. 
你毋通遐爾仔愛哭。,Lí m̄-thang hiah-nī-á ài-khàu. 
非常感恩,hui-siông kám-un
意氣用事,ì-khì iōng-sū
意氣投合,ì-khì tâu-ha̍p
伊的孝心予人真感動。,I ê hàu-sim hōo lâng tsin kám-tōng. 
𪜶兩个人的感情真好。,In nn̄g ê lâng ê kám-tsîng tsin hó. 
愛媠毋驚流鼻水。,Ài-suí m̄ kiann lâu phīnn-tsuí. 
昨暗睏無好，今仔日誠愛睏。,"Tsa-àm khùn bô hó, kin-á-ji̍t tsiânn ài-khùn. "
外口咧起風矣，你無疊衫就走出去，是會感著。,"Guā-kháu teh khí-hong--ah, lí bô tha̍h sann tō tsáu--tshut-khì, sī ē kám--tio̍h. "
少年人若有相意愛就好，咱莫插傷濟。,"Siàu-liân lâng nā ū sio ì-ài tō hó, lán mài tshap siunn tsē. "
你對這件代誌有啥物感想？,Lí tuì tsit kiānn tāi-tsì ū siánn-mih kám-sióng? 
逐擺看著伊攏微微仔笑。,Ta̍k-pái khuànn-tio̍h i lóng bî-bî-á tshiò. 
伊去予蛇驚甲慄慄掣。,I khì hōo tsuâ kiann kah la̍k-la̍k-tshuah. 
伊愛嬌的模樣攏無改變。,I ài-kiau ê bôo-iūnn lóng bô kái-piàn. 
你按呢共我鬥相共，我真感激你。,"Lí án-ne kā guá tàu-sann-kāng, guá tsin kám-kik--lí. "
人講雙生仔定定會互相感應。,Lâng kóng siang-senn-á tiānn-tiānn ē hōo-siong kám-ìng. 
感謝你共我鬥相共，代誌才會遐爾緊就做了。,"Kám-siā lí kā guá tàu-sann-kāng, tāi-tsì tsiah ē hiah-nī kín tō tsò-liáu. "
到底你的意願是按怎？,Tàu-té lí ê ì-guān sī án-tsuánn? 
這个所在予人的感覺真爽快。,Tsit ê sóo-tsāi hōo lâng ê kám-kak tsin sóng-khuài. 
我感覺伊真顧人怨。,Guá kám-kak i tsin kòo-lâng-uàn. 
損胃,sńg uī
出頭損角,tshut-thâu sńg-kak
雞仔會來損菜園。,Ke-á ē lâi sńg tshài-hn̂g. 
損神,sńg-sîn
損失,sún-sit
虧損,khui-sún
喙䫌搐一下。,Tshuì-phué tiuh--tsi̍t-ē. 
頭殼筋咧搐。,Thâu-khak kin teh tiuh. 
搐人衫裾尾。,Tiuh lâng sann-ki-bué. 
共你搐一下。,Kā lí tiuh--tsi̍t-ē. 
搖較大力咧。,Iô khah tuā-la̍t--leh. 
搖頭,iô-thâu
這張紙哪會予你搙甲變按呢？,Tsit tiunn tsuá ná ē hōo lí jio̍k kah pìnn án-ne? 
煮油飯愛那熗那搜。,Tsú iû-pn̄g ài ná tshìng ná tshiau. 
規間厝搜透透，攏揣無。,"Kui king tshù tshiau-thàu-thàu, lóng tshuē-bô. "
搝來搝去,khiú lâi khiú khì
船咧搟，會反落去。,"Tsûn teh hián, ē píng--lo̍h-khì. "
衫搢入去櫥內。,Sann tsìnn ji̍p-khì tû--lāi. 
搢鴨,tsìnn ah
搢人縫,tsìnn lâng phāng
搢入去台大,tsìnn ji̍p-khì Tâi-tāi
搢做頭前,tsìnn-tsò thâu-tsîng
烏仔魚搢水。,Oo-á-hî tsìnn tsuí. 
搣塗豆,me thôo-tāu
搣米飼雞,me bí tshī ke
一搣銀角仔,tsi̍t me gîn-kak-á
搤番薯,iah han-tsî
鴨仔咧搤水。,Ah-á teh iah tsuí. 
搤來搤去,iah lâi iah khì
出大力搦搦咧較清氣。,Tshut tuā-la̍t tshio̍k-tshio̍k--leh khah tshing-khì. 
你看你搦甲規雙鞋仔全塗。,Lí khuànn lí tshio̍k kah kui siang ê-á tsuân thôo. 
搦著證據,la̍k-tio̍h tsìng-kì
衫仔褲搦搦咧。,Sann-á-khòo la̍k-la̍k--leh. 
搦鹹菜,la̍k kiâm-tshài
搦屎搦尿,la̍k-sái-la̍k-jiō
搧喙䫌,sàm tshuì-phué
搧喙䫌,siàn tshuì-phué
感冒毋通搧著風。,Kám-mōo m̄-thang siàn-tio̍h hong. 
予人搧大耳去。,Hōo lâng siàn-tuā-hīnn--khì. 
提石頭共伊搩落去。,The̍h tsio̍h-thâu kā i kiat--lo̍h-khì. 
講無兩句就搩起來矣。,Kóng bô nn̄g kù tō kiat--khí-lâi--ah. 
跤手遮緊，隨予你搩幾若塊。,"Kha-tshiú tsiah kín, suî hōo lí kiat kuí-nā tè. "
我搪著伊。,Guá tn̄g-tio̍h i. 
拄搪,tú-tn̄g
搬貨,puann huè
搬運,puann-ūn
搬戲,puann-hì
搬電影,puann tiān-iánn
搭胸坎,tah hing-khám
搭戲台,tah hì-tâi
搭船,tah tsûn
搭車,tah tshia
搭酒,tah tsiú
𪜶兜佇佗一搭？,In tau tī tó tsi̍t tah? 
面巾搵予澹。,Bīn-kin ùn hōo tâm. 
搵豆油,ùn tāu-iû
你哪會使搶人的物件？,Lí ná ē-sái tshiúnn lâng ê mi̍h-kiānn? 
搶時間,tshiúnn sî-kan
摃囡仔,kòng gín-á
摃鼓,kòng kóo
予人摃三千箍去。,Hōo lâng kòng sann-tshing khoo--khì. 
敬老尊賢。,Kìng nóo tsun hiân. 
敬酒,kìng-tsiú
你水斟傷滇矣！,Lí tsuí thîn siunn tīnn--ah! 
斟茶,thîn tê
新厝,sin tshù
新鞋,sin ê
新人,sin-lâng
新頭路,sin thâu-lōo
新正,sin-tsiann
這个物件無遐貴，你去予人搧大耳矣。,"Tsit ê mi̍h-kiānn bô hiah kuì, lí khì hōo lâng siàn-tuā-hīnn--ah. "
𪜶彼班搝大索搝贏，逐家攏足歡喜的。,"In hit pan khiú-tuā-soh khiú-iânn, ta̍k-ke lóng tsiok huann-hí--ê. "
總統那搖手那行入會場。,Tsóng-thóng ná iô-tshiú ná kiânn-ji̍p huē-tiûnn. 
你若無佮意就搖手。,Lí nā bô kah-ì tō iô-tshiú. 
這塊布提去搵水。,Tsit tè pòo the̍h-khì ùn-tsuí. 
你愛賠償我的損失。,Lí ài puê sióng guá ê sún-sit. 
強盜去銀行搶劫。,Kiông-tō khì gîn-hâng tshiúnn-kiap. 
彼隻狗仔咧搖尾。,Hit tsiah káu-á teh iô bué. 
伊逐工上班著趕車佮搬車，真艱苦。,"I ta̍k kang siōng-pan tio̍h kuánn-tshia kah puann-tshia, tsin kan-khóo. "
彼个偷提物件的人予人搜身軀。,Hit ê thau-the̍h mi̍h-kiānn ê lâng hōo lâng tshiau sin-khu. 
伊去搭油。,I khì tah iû. 
莫相搤空。,Mài sio iah-khang. 
自細漢共伊搦屎搦尿晟養大漢，想袂到伊遮爾不孝。,"Tsū sè-hàn kā i la̍k-sái-la̍k-jiō tshiânn-ióng tuā-hàn, siūnn bē kàu i tsiah-nī put-hàu. "
欲漆懸的所在就愛搭架。,Beh tshat kuân ê sóo-tsāi tō ài tah-kè. 
這向搢風真歹行。,Tsit hiòng tsìnn-hong tsin pháinn kiânn. 
你共烘爐提去外口搧風，按呢火才會較炎。,"Lí kā hang-lôo the̍h-khì guā-kháu siàn-hong, án-ne hué tsiah ē khah iām. "
伊可能是昨暝搧風矣，所以早起才會發燒。,"I khó-lîng sī tsa-mê siàn-hong--ah, sóo-í tsái-khí tsiah ē huat-sio. "
自從兩年前𪜶兜搬厝了後，我就毋捌見過伊矣。,"Tsū-tsiông nn̄g nî tsîng in tau puann-tshù liáu-āu, guá tō m̄ bat kìnn kuè--i--ah. "
你定定無眠，會損害健康。,"Lí tiānn-tiānn bô-bîn, ē sún-hāi kiān-khong. "
我這禮拜為著伊的代誌，無眠閣損神。,"Guá tsit lé-pài uī-tio̍h i ê tāi-tsì, bô-bîn koh sńg-sîn. "
去共人客斟茶。,Khì kā lâng-kheh thîn tê. 
這件代誌你愛想予斟酌。,Tsit kiānn tāi-tsì lí ài siūnn hōo tsim-tsiok. 
這件代誌請逐家斟酌一下，毋通凊彩就決定。,"Tsit kiānn tāi-tsì tshiánn ta̍k-ke tsim-tsiok--tsi̍t-ē, m̄-thang tshìn-tshái tō kuat-tīng. "
伊萬項代誌攏欲搢做前。,I bān-hāng tāi-tsì lóng beh tsìnn-tsò-tsîng. 
這塊桌仔毋通搬徙。,Tsit tè toh-á m̄-thang puann-suá. 
伊講白賊去予阿母搧喙䫌。,I kóng-pe̍h-tsha̍t khì hōo a-bú siàn-tshuì-phué. 
你莫予我搪著。,Lí mài hōo guá tn̄g--tio̍h. 
這擺的地動佳哉攏無人損傷。,Tsit pái ê tē-tāng ka-tsài lóng bô lâng sún-siong. 
莫佇街仔路搝搝搦搦，誠歹看。,"Mài tī ke-á-lōo khiú-khiú-la̍k-la̍k, tsiânn pháinn-khuànn. "
你毋通烏白搬話，害人拍歹感情。,"Lí m̄-thang oo-pe̍h puann-uē, hāi lâng phah-pháinn kám-tsîng. "
伊拍袂贏人就搬請𪜶阿兄出來鬥相共。,I phah bē iânn--lâng tō puann-tshiánn in a-hiann tshut-lâi tàu-sann-kāng. 
新興的行業,sin-hing ê hâng-gia̍p
彼塊椅仔予伊損蕩甲歹歹去矣。,Hit tè í-á hōo i sńg-tn̄g kah pháinn-pháinn--khì--ah. 
若毋較緊咧，會予人搶頭香去。,"Nā m̄ khah kín--leh, ē hōo lâng tshiúnn-thâu-hiunn--khì. "
伊昨昏買的彩券攏摃龜。,I tsa-hng bé ê tshái-kǹg lóng kòng-ku. 
囡仔若搭嚇就會吼袂煞。,Gín-á nā tah-hiannh tō ē háu bē suah. 
戲班咧搬戲。,Hì-pan teh puann-hì. 
伊愛搬戲，無人欲信伊。,"I ài puann-hì, bô-lâng beh sìn--i. "
彼領衫新點點，害我毋甘穿。,"Hit niá sann sin-tiám-tiám, hāi guá m̄-kam tshīng. "
人老矣，喙齒攏搖櫓仔囉。,"Lâng lāu--ah, tshuì-khí lóng iô-lóo-á--loh. "
校長兼摃鐘。,Hāu-tiúnn kiam kòng-tsing. 
若予伊搦權，咱就無伊法。,"Nā hōo i la̍k-khuân, lán tō bô-i-huat. "
遮傷暗,tsia siunn àm
較暗我就會轉去。,Khah àm guá tō ē tńg--khì. 
暗步,àm-pōo
暗號,àm-hō
蹛一暗,tuà tsi̍t àm
錢去予伊暗去。,Tsînn khì hōo i àm--khì. 
伊會食會睏，你免煩惱。,"I ē tsia̍h ē khùn, lí bián huân-ló. "
無穿衫會感冒。,Bô tshīng sann ē kám-mōo. 
伊會來。,I ē lâi. 
基金會,ki-kim huē
委員會,uí-uân huē
開會,khui-huē
舞會,bú-huē
會頭,huē-thâu
會跤,huē-kha
會面,huē-bīn
會談,huē-tâm
會失禮,huē sit-lé
會毋著,huē m̄-tio̍h
逐家攏咧會，毋但我爾爾。,"Ta̍k-ke lóng teh huē, m̄-nā guá niā-niā. "
對窗仔縫楔物件入去。,Tuì thang-á-phāng seh mi̍h-kiānn ji̍p--khì. 
你去提杉仔柴來共門小楗一下。,Lí khì the̍h sam-á-tshâ lâi kā mn̂g sió kīng--tsi̍t-ē. 
頭楞楞,thâu gông-gông
鞋楦,ê-hùn
用鞋楦楦鞋。,Īng ê-hùn hùn ê. 
粒仔咧楦膿。,Lia̍p-á teh hùn lâng. 
隔壁的地界一直楦過來。,Keh-piah ê tē-kài it-ti̍t hùn--kuè-lâi. 
這條路拄咧楦闊。,Tsit tiâu lōo tú teh hùn-khuah. 
工業,kang-gia̍p
商業,siong-gia̍p
事業,sū-gia̍p
