"hanji","lomaji"
"鍤箕","tshiah-ki"
"鍥","keh"
"鍥","kueh"
"鍥仔","keh-á"
"鍥仔","kueh-á"
"鍼","tsiam"
"鍾","tsing"
"鍾","Tsing"
"鍾","tsiong"
"闆","pán"
"闇","am"
"闊","khuah"
"闊莽莽","khuah-bóng-bóng"
"闊喙","khuah-tshuì"
"闊腹","khuah-pak"
"闊閬閬","khuah-lòng-lòng"
"雖","sui"
"雖罔","sui-bóng"
"雖然","sui-jiân"
"雖然","sui-liân"
"霜","sng"
"霜","song"
"霜仔","sng-á"
"霜仔角","sng-á-kak"
"霜仔枝","sng-á-ki"
"霜降","sng-kàng"
"霜風","sng-hong"
"霜雪","sng-seh"
"霞","hâ"
"霞","hê"
"鞠","kiok"
"鞠躬","kiok-kiong"
"韓","hân"
"韓","Hân"
"韓戰","Hân-tsiàn"
"駿","tsùn"
"魍","báng"
"魏","Guī"
"鮡","thiâu"
"鮢鱖","tsu-kè"
"鮢鱖","tsu-kuè"
"鮫","ka"
"鮮","sian"
"鮮","sián"
"鮮","tshinn"
"鮮沢","tshinn-tshioh"
"鮮花","tshinn-hue"
"鴻","hông"
"鴻禧美術館","Hông-hi Bí-su̍t-kuán"
"鴿","kah"
"鴿","kap"
"鵁","ka"
"鵁鴒","ka-līng"
"黏","liâm"
"黏塗","liâm-thôo"
"黏膜","liâm-mo̍oh"
"黏膠","liâm-ka"
"黏黐黐","liâm-thi-thi"
"黛","tāi"
"黜","thuh"
"黜","thut"
"黜仔","thuh-á"
"黜破","thuh-phuà"
"黜臭","thuh-tshàu"
"黜塗機","thuh-thôo-ki"
"點","tiám"
"點心","tiám-sim"
"點心擔","tiám-sim-tànn"
"點穴","tiám-hia̍t"
"點名","tiám-miâ"
"點拄","tiám-tuh"
"點破","tiám-phuà"
"點眼","tiám-gán"
"點痣","tiám-kì"
"點播","tiám-pòo"
"點選","tiám-suán"
"點醒","tiám-tshénn"
"點醒","tiám-tshínn"
"點點滴滴","tiám-tiám-tih-tih"
"點鐘","tiám-tsing"
"鼢","bùn"
"鼢鼠","bùn-tshí"
"鼢鼠","bùn-tshú"
"鼾","huânn"
"鼾","kônn"
"鼾鼾叫","huânn-huânn-kiò"
"齋","tsai"
"齋","tse"
"齋明寺","Tsai-bîng-sī"
"龜","ku"
"龜","kui"
"龜山","Ku-suann"
"龜山島山","Ku-suann-tó-suann"
"龜山區","Ku-suann-khu"
"龜毛","ku-moo"
"龜仔","ku-á"
"龜祟","ku-sui"
"龜笑鱉無尾，鱉笑龜粗皮。","Ku tshiò pih bô bué, pih tshiò ku tshoo phuê."
"龜崙社","Ku-lun-siā"
"龜殼","ku-khak"
"龜殼花","ku-khak-hue"
"龜跤","ku-kha"
"龜跤趖出來。","Ku-kha sô--tshut-lâi."
"龜跤龜內肉。","Ku-kha ku-lāi bah."
"龜精","ku-tsiann"
"龜龜鱉鱉","ku-ku-pih-pih"
"龜蠅","ku-sîn"
"螺","lê"
"螺","lôo"
"螺仔","lê-á"
"螺陽","Lê-iâng"
"螺絲","lôo-si"
"螺絲釘","lôo-si-ting"
"螺絲港","Lôo-si-káng"
"螺絲絞","lôo-si-ká"
"濫","lām"
"濫使","lām-sú"
"濫糝","lām-sám"
"藍","lâm"
"藍","nâ"
"藍","Nâ"
"藍色","nâ-sik"
"藍圖","nâ-tôo"
"藍調","nâ-tiāu"
"勵","lē"
"聯","liân"
"聯手","liân-tshiú"
"聯合","liân-ha̍p"
"聯合醫院","Liân-ha̍p Pēnn-īnn"
"聯合醫院","Liân-ha̍p Pīnn-īnn"
"聯考","liân-khó"
"聯邦","liân-pang"
"聯招","liân-tsiau"
"聯招會","Liân-tsiau-huē"
"聯軍","liân-kun"
"聯席會","liân-si̍k-huē"
"聯隊","liân-tuī"
"聯絡","liân-lo̍k"
"聯想","liân-sióng"
"聯盟","liân-bîng"
"聯對","liân-tuì"
"聯播","liân-pòo"
"聯誼","liân-gî"
"鍊","liān"
"鍊仔","liān-á"
"殮","liām"
"嶺","líng"
"嶺","niá"
"嶺腳","Niá-kha"
"療","liâu"
"療法","liâu-huat"
"療程","liâu-tîng"
"療養","liâu-ióng"
"龍","gîng"
"龍","lîng"
"龍","Lîng"
"龍","liông"
"龍","long"
"龍山寺","Liông-san-sī"
"龍山寺","Liông-san-sī"
"龍井","Liông-tsínn"
"龍井區","Liông-tsínn-khu"
"龍目井","Lîng-ba̍k-tsínn"
"龍交龍，鳳交鳳，隱痀的交侗戇。","Lîng kau lîng, hōng kau hōng, ún-ku--ê kau tòng-gōng."
"龍泉","Lîng-tsuânn"
"龍骨","liông-kut"
"龍脈","liông-me̍h"
"龍華國小","Liông-huâ Kok-sió"
"龍崎區","Liông-kiā-khu"
"龍眼","lîng-gíng"
"龍眼乾","lîng-gíng-kuann"
"龍船","lîng-tsûn"
"龍港","Lîng-káng"
"龍銀","lîng-gûn"
"龍銀","liông-gîn"
"龍鳳","liông-hōng"
"龍潭區","Liông-thâm-khu"
"龍蝦","lîng-hê"
"臨","lím"
"臨","lîm"
"臨床","lîm-tshn̂g"
"臨急","lîm-kip"
"臨時","lîm-sî"
"臨時臨陣","lîm-sî-lîm-tsūn"
"臨時臨曜","lîm-sî-lîm-iāu"
"臨終","lîm-tsiong"
"臨機應變","lîm-ki-ìng-piàn"
"臨檢","lîm-kiám"
"臨臨仔","lím-lím--á"
"䠡","tshê"
"叢","tsâng"
"叢","tsông"
"嚙","gè"
"嬸","sím"
"嬸","tsím"
"嬸婆","tsím-pô"
"懵","bóng"
"懵","bòng"
"懵仙","bòng-sian"
"懵懂","bóng-tóng"
"懵膽","bòng-tánn"
"戳","thok"
"擸","bā"
"擺","pái"
"擺脫","pái-thuat"
"擺撥","pái-puah"
"擽","ngiau"
"擽呧","ngiau-ti"
"擾","jiáu"
"擾","liáu"
"擾亂","jiáu-luān"
"擾亂","liáu-luān"
"攄","lu"
"攄仔","lu-á"
"攄塗機","lu-thôo-ki"
"攄頭毛","lu-thâu-mn̂g"
"斷","tn̄g"
"斷","tuàn"
"斷","tuān"
"斷奶","tn̄g-ling"
"斷奶","tn̄g-ni"
"斷交","tuān-kau"
"斷定","tuàn-tīng"
"斷根","tn̄g-kin"
"斷根","tn̄g-kun"
"斷氣","tn̄g-khuì"
"斷訊","tn̄g-sìn"
"斷掌","tn̄g-tsiúnn"
"斷掌查埔做相公，斷掌查某守空房。","Tn̄g-tsiúnn tsa-poo tsò siùnn-kang, tn̄g-tsiúnn tsa-bóo tsiú khang-pâng."
"斷絕","tuān-tsua̍t"
"斷腦筋","tn̄g-náu-kin"
"斷腦筋","tn̄g-náu-kun"
"斷電","tn̄g-tiān"
"斷路","tn̄g-lōo"
"斷種","tn̄g-tsíng"
"斷頭","tn̄g-thâu"
"曠","khòng"
"曠床","khòng-tshn̂g"
"曠闊","khòng-khuah"
"檫","tshat"
"檫仔","tshat-á"
"檯","tâi"
"檯面","tâi-bīn"
"檳","pin"
"檳榔","pin-nn̂g"
"檸","lê"
"檸檬","lê-bóng"
"櫃","kuī"
"櫃台","kuī-tâi"
"歸","kui"
"歸仁區","Kui-jîn-khu"
"歸尾","kui-bé"
"歸尾","kui-bué"
"歸來","Kui-lâi"
"歸納","kui-la̍p"
"歸類","kui-luī"
"歸屬","kui-sio̍k"
"殯","pin"
"殯儀館","pin-gî-kuán"
"濺","tsuānn"
"濺水","tsuānn tsuí"
"瀉","sià"
"瀉藥","sià-io̍h"
"瀉藥仔","sià-io̍h-á"
"爁","nah"
"爁日","nah-ji̍t"
"爁日","nah-li̍t"
"璿","suân"
"瓊","khîng"
"瓊","khiông"
"瓊花","khîng-hue"
"癖","phiah"
"癖","phia̍h"
"癖性","phiah-sìng"
"癗","luî"
"癜","tiō"
"瞻","tsiam"
"瞿","Khû"
"矇","bông"
"礎","tshóo"
"礐","ha̍k"
"禱","tó"
"穡","sik"
"穡","sit"
"穡頭","sit-thâu"
"穢","è"
"穢","uè"
"穢人","è--lâng"
"穢人","uè--lâng"
"穢涗","è-sè"
"穢涗","uè-suè"
"穫","hi̍k"
"竄","tshuàn"
"竅","khiàu"
"竅","khiò"
"簡","kán"
"簡","Kán"
"簡介","kán-kài"
"簡化","kán-huà"
"簡便","kán-piān"
"簡章","kán-tsiong"
"簡單","kán-tan"
"簡報","kán-pò"
"簡稱","kán-tshing"
"簡體字","kán-thé-jī"
"簡體字","kán-thé-lī"
"簪","tsiam"
"繏","sǹg"
"繏腰","sǹg io"
"繏嚨喉","sǹg nâ-âu"
"繐","sui"
"織","tsit"
"織女","Tsit-lí"
"織女","Tsit-lú"
"繚","liāu"
"繚索","liāu-soh"
"繞境","jiàu-kíng"
"繞境","liàu-kíng"
"繭","kián"
"繭","kíng"
"罈","thâm"
"翸","phún"
"翹","khiàu"
"翹翹","khiàu-khiàu"
"翻","huan"
"翻口供","huan-kháu-king"
"翻身","huan-sin"
"翻版","huan-pán"
"翻草","huan-tsháu"
"翻厝","huan-tshù"
"翻案","huan-àn"
"翻流","huan-lâu"
"翻唱","huan-tshiùnn"
"翻新","huan-sin"
"翻頭","huan-thâu"
"翻點","huan-tiám"
"翻譯","huan-i̍k"
"聶","Lia̍p"
"職","tsit"
"職位","tsit-uī"
"職災","tsit-tsai"
"職務","tsit-bū"
"職員","tsit-uân"
"職缺","tsit-kheh"
"職缺","tsit-khueh"
"職能","tsit-lîng"
"職訓","tsit-hùn"
"職責","tsit-tsik"
"職業","tsit-gia̍p"
"職籃","tsit-nâ"
"職權","tsit-khuân"
"臍","tsâi"
"臍","tsê"
"藕","ngāu"
"藝","gē"
"藝人","gē-jîn"
"藝人","gē-lîn"
"藝文","gē-bûn"
"藝旦","gē-tuànn"
"藝品","gē-phín"
"藝術","gē-su̍t"
"藝術家","gē-su̍t-ka"
"藝壇","gē-tuânn"
"藤","tîn"
"藤","tîng"
"藥","io̍h"
"藥","io̍k"
"藥丸","io̍h-uân"
"藥方","io̍h-hng"
"藥水","io̍h-tsuí"
"藥水布","io̍h-tsuí-pòo"
"藥片","io̍h-phìnn"
"藥丹","io̍h-tan"
"藥仔","io̍h-á"
"藥包","io̍h-pau"
"藥局","io̍h-kio̍k"
"藥材","io̍h-tsâi"
"藥房","io̍h-pâng"
"藥物","io̍h-bu̍t"
"藥品","io̍h-phín"
"藥洗","io̍h-sé"
"藥洗","io̍h-sué"
"藥草","io̍h-tsháu"
"藥茶","io̍h-tê"
"藥師","io̍h-su"
"藥效","io̍h-hāu"
"藥粉","io̍h-hún"
"藥酒","io̍h-tsiú"
"藥粕","io̍h-phoh"
"藥單","io̍h-tuann"
"藥渣","io̍h-tse"
"藥鈷仔","io̍h-kóo-á"
"藥膏","io̍h-ko"
"藥廠","io̍h-tshiúnn"
"藥劑","io̍h-tse"
"藥劑師","io̍h-tsè-su"
"藥頭","io̍h-thâu"
"藥頭仔","io̍h-thâu-á"
"藥櫥","io̍h-tû"
"藩","huan"
"藩","phuan"
"蟧","lâ"
"蟧蜈","lâ-giâ"
"蟧蜈車","lâ-giâ-tshia"
"蟬","siân"
"蟬仔","siân-á"
"蟮","siān"
"蟮蟲仔","siān-thâng-á"
"蟯","giô"
"蟯","jiâu"
"蟯","liâu"
"蟯","ngia̍uh"
"蟯仔","giô-á"
"蟯桮","giô-pue"
"蟯蟯趖","ngia̍uh-ngia̍uh-sô"
"蟲","thâng"
"蟲","thiông"
"蟲豸","thâng-thuā"
"蟳","tsîm"
"蟳仔","tsîm-á"
"蟳管","tsîm-kóng"
"蟳膏","tsîm-ko"
"襟","khim"
"覆","hok"
"覆","phak"
"覆菜","phak-tshài"
"謬","biū"
"謳","oo"
"謹","kín"
"謹慎","kín-sīn"
"謼","hooh"
"譀","hàm"
"譀古","hàm-kóo"
"譀呱呱","hàm-kuā-kuā"
"譀浡","hàm-phu̍h"
"譀話","hàm-uē"
"譀譀","hàm-hàm"
"譀鏡","hàm-kiànn"
"豐","hong"
"豐","Hong"
"豐","phong"
"豐田","Hong-tiân"
"豐收","hong-siu"
"豐年","hong-nî"
"豐年祭","hong-nî-tsè"
"豐沛","phong-phài"
"豐坪溪","Hong-pênn-khe"
"豐原","Hong-guân"
"豐原區","Hong-guân-khu"
"豐富","hong-hù"
"豐富","Hong-hù"
"豐樂公園","Hong-lo̍k Kong-hn̂g"
"豐濱鄉","Hong-pin-hiong"
"蹔","tsàm"
"蹔跤步","tsàm-kha-pōo"
"蹛","tuà"
"蹛院","tuà-īnn"
"蹟","tsik"
"蹤","tsong"
"蹧","tsau"
"蹧躂","tsau-that"
"躇","tû"
"軀","khu"
"軀","su"
"軁","nng"
"軁","nǹg"
"軁狗空仔","nǹg-káu-khang-á"
"軁錢空","nǹg-tsînn-khang"
"軁鑽","nǹg-tsǹg"
"轆","lak"
"轆","lo̍k"
"轉","tńg"
"轉","tsuán"
"轉","tsuān"
"轉入","tsuán-ji̍p"
"轉入","tsuán-li̍p"
"轉大人","tńg-tuā-lâng"
"轉化","tsuán-huà"
"轉手","tsuán-tshiú"
"轉世","tsuán-sè"
"轉去","tńg--khì"
"轉外家","tńg guā-ke"
"轉任","tsuán-jīm"
"轉任","tsuán-līm"
"轉向","tsuán-hiòng"
"轉折","tsuán-tsiat"
"轉來","tńg--lâi"
"轉來去","tńg--lâi-khì"
"轉型","tsuán-hîng"
"轉後頭","tńg āu-thâu"
"轉送","tsuán-sàng"
"轉骨","tńg-kut"
"轉速","tńg-sok"
"轉接","tsuán-tsiap"
"轉移","tsuán-î"
"轉進","tsuán-tsìn"
"轉喙","tńg-tshuì"
"轉換","tsuán-uānn"
"轉運站","tsuán-ūn-tsām"
"轉載","tsuán-tsài"
"轉斡","tńg-uat"
"轉踅","tńg-se̍h"
"轉播","tsuán-pòo"
"轉輪","tńg-lûn"
"轉學","tsuán-ha̍k"
"轉錢空","tńg-tsînn-khang"
"轉聲","tńg-siann"
"轉臍","tńg-tsâi"
"轉彎","tńg-uan"
"轉彎踅角","tńg-uan-se̍h-kak"
"轉變","tsuán-piàn"
"邊","pian"
"邊","pinn"
"邊仔","pinn--á"
"邊界","pian-kài"
"邊緣","pian-iân"
"醫","i"
"醫生","i-sing"
"醫生館","i-sing-kuán"
"醫治","i-tī"
"醫界","i-kài"
"醫師","i-su"
"醫術","i-su̍t"
"醫學","i-ha̍k"
"醫療","i-liâu"
"醫藥","i-io̍h"
"醫護","i-hōo"
"醬","tsiùnn"
"醬瓜","tsiùnn-kue"
"醬瓜仔","tsiùnn-kue-á"
"醬料","tsiùnn-liāu"
"醬菜","tsiùnn-tshài"
"醬鹹","tsiùnn-kiâm"
"釐","lî"
"鎔","iûnn"
"鎖","só"
"鎖定","só-tīng"
"鎖門","só mn̂g"
"鎖匙","só-sî"
"鎖頭","só-thâu"
"鎮","tìn"
"鎮民","tìn-bîn"
"鎮地","tìn-tè"
"鎮安","Tìn-an"
"鎮位","tìn-uī"
"鎮長","tìn-tiúnn"
"鎮煞","tìn-suah"
"鎮路","tìn-lōo"
"鎮靜","tìn-tsīng"
"鎮靜劑","tìn-tsīng-tse"
"鎮壓","tìn-ap"
"鎮瀾宮","Tìn-lân-kiong"
"闔","ha̍p"
"闔","kha̍h"
"闕","khuat"
"闕","Khuat"
"闖","tshuàng"
"雙","siang"
"雙人","siang-lâng"
"雙个旋，惡甲無人問。","Siang ê tsn̄g, ok kah bô lâng mn̄g."
"雙叉路","siang-tshe-lōo"
"雙手","siang-tshiú"
"雙手抱孩兒，才知爸母時。","Siang-tshiú phō hâi-jî, tsiah tsai pē-bú sî."
"雙方","siang-hong"
"雙爿","siang-pîng"
"雙打","siang-tánn"
"雙生仔","siang-senn-á"
"雙生仔","siang-sinn-á"
"雙向","siang-hiòng"
"雙門","siang-mn̂g"
"雙城","Siang-siânn"
"雙重","siang-tîng"
"雙面","siang-bīn"
"雙面刀鬼","siang-bīn-to-kuí"
"雙連","Siang-liân"
"雙棚鬥","siang-pênn-tàu"
"雙棚鬥","siang-pînn-tàu"
"雙溪","Siang-khe"
"雙溪口","Siang-khe-kháu"
"雙溪區","Siang-khe-khu"
"雙腿","siang-thuí"
"雙層","siang-tsân"
"雙糕潤","siang-ko-jūn"
"雙糕潤","siang-ko-lūn"
"雙親","siang-tshin"
"雙頭","siang-thâu"
"雙贏","siang-iânn"
"雜","tsa̍p"
"雜色牌","tsa̍p-sik-pâi"
"雜差仔","tsa̍p-tshe-á"
"雜差仔工","tsa̍p-tshe-á-kang"
"雜草","tsa̍p-tsháu"
"雜音","tsa̍p-im"
"雜唸","tsa̍p-liām"
"雜唸大家出蠻皮新婦。","Tsa̍p-liām ta-ke tshut bân-phuê sin-pū."
"雜細","tsa̍p-sè"
"雜菜麵","tsa̍p-tshài-mī"
"雜貨","tsa̍p-hè"
"雜貨","tsa̍p-huè"
"雜貨仔","tsa̍p-hè-á"
"雜貨仔","tsa̍p-huè-á"
"雜貨仔店","tsa̍p-hè-á-tiàm"
"雜貨仔店","tsa̍p-huè-á-tiàm"
"雜插","tsa̍p-tshap"
"雜種仔","tsa̍p-tsíng-á"
"雜種仔囝","tsa̍p-tsíng-á-kiánn"
"雜誌","tsa̍p-tsì"
"雜質","tsa̍p-tsit"
"雞","ke"
"雞","kue"
"雞公","ke-kang"
"雞公","kue-kang"
"雞毛筅","ke-mn̂g-tshíng"
"雞毛筅","kue-mn̂g-tshíng"
"雞仔","ke-á"
"雞仔","kue-á"
"雞仔目","ke-á-ba̍k"
"雞仔目","kue-á-ba̍k"
"雞仔囝","ke-á-kiánn"
"雞仔囝","kue-á-kiánn"
"雞母","ke-bó"
"雞母","kue-bó"
"雞母皮","ke-bó-phuê"
"雞母皮","kue-bó-phê"
"雞母蟲","ke-bó-thâng"
"雞母蟲","kue-bó-thâng"
"雞肉","ke-bah"
"雞肉","kue-bah"
"雞尾脽","ke-bué-tsui"
"雞尾脽","kue-bé-tsui"
"雞災","ke-tse"
"雞災","kue-tse"
"雞卵","ke-nn̄g"
"雞卵","kue-nn̄g"
"雞卵卷","ke-nn̄g-kńg"
"雞卵卷","kue-nn̄g-kńg"
"雞卵面","ke-nn̄g-bīn"
"雞卵密密也有縫。","Ke-nn̄g ba̍t-ba̍t iā ū phāng."
"雞卵清","ke-nn̄g-tshing"
"雞卵糕","ke-nn̄g-ko"
"雞卵糕","kue-nn̄g-ko"
"雞牢","ke-tiâu"
"雞牢","kue-tiâu"
"雞卷","ke-kńg"
"雞卷","kue-kńg"
"雞屎運","ke-sái-ūn"
"雞屎運","kue-sái-ūn"
"雞屎落塗，也有三寸煙。","Ke sái lo̍h thôo, iā ū sann tshùn ian."
"雞胘","ke-kiān"
"雞胘","kue-kiān"
"雞桃仔","ke-thô-á"
"雞桃仔","kue-thô-á"
"雞胸","ke-hing"
"雞胸","kue-hing"
"雞胿","ke-kui"
"雞胿","kue-kui"
"雞胿仔","ke-kui-á"
"雞胿仔","kue-kui-á"
"雞酒","ke-tsiú"
"雞酒","kue-tsiú"
"雞排","ke-pâi"
"雞排","kue-pâi"
"雞豚仔","ke-thûn-á"
"雞豚仔","kue-thûn-á"
"雞僆仔","ke-nuā-á"
"雞僆仔","kue-nuā-á"
"雞筅","ke-tshíng"
"雞摸","ke-bong"
"雞摸","kue-bong"
"雞榆","ke-jiû"
"雞榆","kue-liû"
"雞罩","ke-tà"
"雞罩","kue-tà"
"雞腹內","ke-pak-lāi"
"雞腹內","kue-pak-lāi"
"雞跤爪","ke-kha-jiáu"
"雞跤爪","kue-kha-niáu"
"雞箠","ke-tshuê"
"雞箠","kue-tshê"
"雞精","ke-tsing"
"雞精","kue-tsing"
"雞髻","ke-kuè"
"雞髻","kue-kè"
"雞翼","ke-si̍t"
"雞翼","kue-si̍t"
"雞鵤","ke-kak"
"雞鵤","kue-kak"
"雞鵤仔車","ke-kak-á-tshia"
"雞鵤仔車","kue-kak-á-tshia"
"雞籠","ke-lam"
"雞籠","Ke-lâng"
"雞籠","kue-lam"
"雞籠","Kue-lâng"
"雞𧉟","ke-tâi"
"雞𧉟","kue-tâi"
"霧","bū"
"霧水","bū-tsuí"
"霧峰區","Bū-hong-khu"
"霧嗄嗄","bū-sà-sà"
"霧臺鄉","Bū-tâi-hiong"
"霧霧","bū-bū"
"鞦","tshiu"
"鞭","mi"
"鞭","pian"
"鞭","pinn"
"題","tê"
"題","tuê"
"題目","tê-bo̍k"
"題目","tuê-bo̍k"
"題材","tê-tsâi"
"題材","tuê-tsâi"
"題庫","tê-khòo"
"題庫","tuê-khòo"
"題緣","tê-iân"
"題緣","tuê-iân"
"額","gia̍h"
"額","gi̍k"
"額","hia̍h"
"額度","gia̍h-tōo"
"額頭","hia̍h-thâu"
"顎","kok"
"顏","gân"
"顏","Gân"
"颺","iānn"
"颺","tshiûnn"
"颺風","tshiûnn-hong"
"颺粟","tshiûnn-tshik"
"颺颺飛","iānn-iānn-pue"
"餾","liû"
"餾","liū"
"餾粿","liū-ké"
"餾粿","liū-kué"
"騎","khî"
"騎","khiâ"
"騎士","khî-sū"
"騎車","khiâ-tshia"
"騎馬","khiâ-bé"
"鬃","tsang"
"鬆","sang"
"鬆","song"
"鬆軟","sang-nńg"
"鮸","bián"
"鮸魚","bián-hî"
"鮸魚","bián-hû"
"鯉","lí"
"鯉魚","lí-hî"
"鯉魚","lí-hû"
"鯉魚尾","Lí-hî-bé"
"鯉魚尾","Lí-hî-bué"
"鯊","sua"
"鯊魚","sua-hî"
"鯊魚","sua-hû"
"鯊魚煙","sua-hî-ian"
"鯊魚煙","sua-hû-ian"
"鯗","siúnn"
"鯽","tsit"
"鯽仔魚","tsit-á-hî"
"鯽仔魚","tsit-á-hû"
"鵑","kuan"
"鵝","giâ"
"鵝","gô"
"鵝","ngôo"
"鵠","khok"
"鵤","kak"
"壘","luí"
"壘","luí"
"糧","niû"
"糧草","niû-tsháu"
"糧食","niû-si̍t"
"濾","lī"
"獵","la̍h"
"獵","lia̍p"
"禮","lé"
"禮拜","lé-pài"
"禮拜日","lé-pài-ji̍t"
"禮拜日","lé-pài-li̍t"
"禮拜堂","lé-pài-tn̂g"
"禮服","lé-ho̍k"
"禮物","lé-bu̍t"
"禮品","lé-phín"
"禮堂","lé-tn̂g"
"禮盒","lé-a̍p"
"禮遇","lé-gū"
"禮貌","lé-māu"
"禮儀","lé-gî"
"禮數","lé-sòo"
"儳","sâm"
"勸","khǹg"
"勸","khuàn"
"勸人做好代，較贏食早齋。","Khǹg lâng tsò hó tāi, khah iânn tsia̍h tsá-tsai."
"勸和","khǹg-hô"
"勸恁有孝千萬句，袂曉有孝豬狗牛。","Khǹg lín iú-hàu tshian-bān kù, bē-hiáu iú-hàu ti káu gû."
"勸善","khuàn-siān"
"勸解","khuàn-kái"
"嚨","lông"
"嚨","nâ"
"嚨喉","nâ-âu"
"嚨喉空","nâ-âu-khang"
"嚨喉蒂仔","nâ-âu-tì-á"
"嚨喉管","nâ-âu-kńg"
"嚴","giâm"
"嚴","Giâm"
"嚴官府出厚賊；嚴爸母出阿里不達。","Giâm kuann-hú tshut kāu tsha̍t; giâm pē-bú tshut a-lí-put-ta̍t."
"嚴重","giâm-tiōng"
"嚴峻","giâm-tsùn"
"嚴格","giâm-keh"
"嚴密","giâm-bi̍t"
"嚴肅","giâm-siok"
"嚴謹","giâm-kín"
"壞","huāi"
"壢","li̍k"
"孽","gia̍t"
"孽子","gia̍t-tsú"
"孽畜仔話","gia̍t-thiok-á-uē"
"孽潲","gia̍t-siâu"
"孽譎仔話","gia̍t-khiat-á-uē"
"寵","thíng"
"寵","thióng"
"寵物","thióng-bu̍t"
"寵倖","thíng-sīng"
"懲","tîng"
"懷","huâi"
"懷忠祠","Huâi-tiong-sī"
"懷念","huâi-liām"
"懷胎","huâi-thai"
"懷疑","huâi-gî"
"攀","phan"
"攀岩","phan-giâm"
"攏","láng"
"攏","lóng"
"攏是","lóng sī"
"攏褲","láng khòo"
"攏總","lóng-tsóng"
"攏權","láng-khuân"
"攑","gia̍h"
"攑手","gia̍h-tshiú"
"攑香綴拜","gia̍h-hiunn-tè-pài"
"攑香綴拜","gia̍h-hiunn-tuè-pài"
"攑旗軍仔","gia̍h-kî-kun-á"
"攑箸","gia̍h tī"
"攑箸","gia̍h tū"
"攑頭","gia̍h-thâu"
"攑頭三尺有神明。","Gia̍h-thâu sann tshioh ū sîn-bîng."
"攑頭香","gia̍h-thâu-hiunn"
"攑懸","gia̍h-kuân"
"曝","pha̍k"
"曝","pho̍k"
"曝日","pha̍k-ji̍t"
"曝日","pha̍k-li̍t"
"曝乾","pha̍k-kuann"
"曝粟","pha̍k tshik"
"曝鹽","pha̍k iâm"
"櫥","tû"
"櫥仔","tû-á"
"櫥窗","tû-thang"
"瀘","lū"
"瀚","hān"
"瀟","siau"
"瀧溪","Liông-khe"
"瀨","luā"
"瀳","tshînn"
"爆","po̍k"
"爆炸","po̍k-tsà"
"爆發","po̍k-huat"
"爍","sih"
"爍爁","sih-nah"
"爍爍顫","sih-sih-tsùn"
"牘","to̍k"
"犢","to̍k"
"獸","siù"
"獸醫","siù-i"
"獺","thuah"
"瓣","bān"
"疆","kiong"
"癡","tshi"
"癢","ióng"
"癢","tsiūnn"
"礙","gāi"
"礙目","gāi-ba̍k"
"礙虐","gāi-gio̍h"
"礙著","gāi-tio̍h"
"礤","tshuah"
"礤冰","tshuah-ping"
"礤簽","tshuah-tshiam"
"礦","khòng"
"礦石","khòng-tsio̍h"
"礦物","khòng-bu̍t"
"礦泉水","khòng-tsuânn-tsuí"
"礦業","khòng-gia̍p"
"穩","ún"
"穩心仔","ún-sim-á"
"穩仔冬","ún-á-tang"
"穩定","ún-tīng"
"穩重","ún-tiōng"
"穩健","ún-kiān"
"穩當","ún-tàng"
"穩觸觸","ún-tak-tak"
"簫","siau"
"簷","liâm"
"簷","tsînn"
"簸","puà"
"簸箕","puà-ki"
"簸箕甲","puà-ki-kah"
"簽","tshiam"
"簽仔","tshiam-á"
"簽名","tshiam-miâ"
"簽字","tshiam-jī"
"簽字","tshiam-lī"
"簽到","tshiam-tò"
"簽約","tshiam iok"
"簽訂","tshiam-tīng"
"簽署","tshiam-sú"
"簽證","tshiam-tsìng"
"簿","pho̍k"
"簿","phōo"
"簿仔","phōo-á"
"簿仔紙","phōo-á-tsuá"
"繡","siù"
"繡花","siù-hue"
"繡房","siù-pâng"
"繡球","siù-kiû"
"繡球花","siù-kiû-hue"
"繩","sîng"
"繩","tsîn"
"繪","huē"
"繫","hē"
"繳","kiáu"
"繳納","kiáu-la̍p"
"繳款","kiáu-khuán"
"繳稅","kiáu-sè"
"繳稅","kiáu-suè"
"繳費","kiáu-huì"
"羶","hiàn"
"羹","kenn"
"羹","king"
"羹","kinn"
"羹飯","kenn-pn̄g"
"羹飯","kinn-pn̄g"
"羹麵","kenn-mī"
"羹麵","kinn-mī"
"藹","ái"
"蘇","soo"
"蘇","Soo"
"蘇澳","Soo-ò"
"蘇澳港","Soo-ò-káng"
"蘇澳新站","Soo-ò-sin-tsām"
"蘇澳鎮","Soo-ò-tìn"
"蘊","ùn"
"蘋","phông"
"蘋果","phông-kó"
"蘋果檨","phông-kó-suāinn"
"蘑","môo"
"蘑菇","môo-koo"
"蟶","than"
"蟹","hāi"
"蟹","hē"
"蟻","gí"
"蟻","hiā"
"蟾","siâm"
"蠅","sîn"
"蠍","giat"
"蠍仔","giat-á"
"蠓","báng"
"蠓仔","báng-á"
"蠓仔水","báng-á-tsuí"
"蠓仔香","báng-á-hiunn"
"蠓仔薰","báng-á-hun"
"蠓捽仔","báng-sut-á"
"蠓罩","báng-tà"
"蠓蟲","báng-thâng"
"襞","phé"
"襪","bua̍t"
"襪","bue̍h"
"襪仔","bue̍h-á"
"證","tsìng"
"證人","tsìng-jîn"
"證人","tsìng-lîn"
